# {'par': {'k': 50; 'D': 0.1; 'v': 0.5; 'tau': 1.0; 'R': 0.5; 'label': '(k_50)'}; 'guess_range': ([-275; 24; 150]; [0; 100; 50]); 'tols': (1e-09; 0.005; 3)}
Sol_r,Sol_i,Guess,g(x),ier,msg,infodict,instances
18.99,0.0,[20.01333333  0.        ],1.377448029415973e-06,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-1.,  0.],
       [ 0., -1.]]), 'r': array([ 3.13878308e+08, -4.67714977e+00,  3.13878216e+08]), 'qtf': array([1.37744803e-06, 0.00000000e+00]), 'fvec': array([-1.37744803e-06,  0.00000000e+00])}",6
7.16,0.0,[8.05333333 0.        ],8.661515948915621e-12,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-1.,  0.],
       [ 0., -1.]]), 'r': array([-1.97295298e+03,  2.86102295e-05, -1.97295274e+03]), 'qtf': array([8.66151595e-12, 0.00000000e+00]), 'fvec': array([-8.66151595e-12,  0.00000000e+00])}",22
1.553,3.291,[0.08 2.  ],1.1374233532693354e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98797004,  0.15464538],
       [-0.15464538, -0.98797004]]), 'r': array([-3.65769923e+01,  2.73832643e-06, -3.65769923e+01]), 'qtf': array([ 8.39347630e-15, -7.67611517e-15]), 'fvec': array([-7.10542736e-15,  8.88178420e-15])}",45
1.553,-3.291,[ 1.55305108 -3.29129234],1.1374233532693354e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98797004, -0.15464538],
       [ 0.15464538, -0.98797004]]), 'r': array([-3.65769923e+01, -1.08821964e-06, -3.65769921e+01]), 'qtf': array([8.39347630e-15, 7.67611517e-15]), 'fvec': array([-7.10542736e-15, -8.88178420e-15])}",45
0.3752,9.303,[-1.91333333  8.        ],2.4868995751603507e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.97812062,  0.2080386 ],
       [-0.2080386 , -0.97812062]]), 'r': array([-3.87835766e+01, -2.97764772e-05, -3.87835906e+01]), 'qtf': array([ 5.17371107e-15, -2.43248775e-14]), 'fvec': array([0.00000000e+00, 2.48689958e-14])}",30
0.3752,-9.303,[ 0.37524075 -9.30344623],2.4868995751603507e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.97812062, -0.2080386 ],
       [ 0.2080386 , -0.97812062]]), 'r': array([-3.87835766e+01,  3.59515325e-05, -3.87835877e+01]), 'qtf': array([5.17371107e-15, 2.43248775e-14]), 'fvec': array([ 0.00000000e+00, -2.48689958e-14])}",30
-0.867,15.15,[-1.91333333 14.        ],2.5618982671915014e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.97871845,  0.2052077 ],
       [-0.2052077 , -0.97871845]]), 'r': array([-3.91558581e+01,  1.09742393e-05, -3.91558562e+01]), 'qtf': array([-9.53416052e-15, -2.37788153e-14]), 'fvec': array([1.42108547e-14, 2.13162821e-14])}",28
-0.867,-15.15,[ -0.86699753 -15.15169414],2.5618982671915014e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.97871845, -0.2052077 ],
       [ 0.2052077 , -0.97871845]]), 'r': array([-3.91558581e+01, -1.58837183e-06, -3.91558537e+01]), 'qtf': array([-9.53416052e-15,  2.37788153e-14]), 'fvec': array([ 1.42108547e-14, -2.13162821e-14])}",28
-2.06,20.96,[-1.91333333 20.        ],1.1745467002424832e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98045642,  0.19673638],
       [-0.19673638, -0.98045642]]), 'r': array([-3.94127226e+01,  9.70199020e-07, -3.94127256e+01]), 'qtf': array([-3.00318471e-14,  1.13550375e-13]), 'fvec': array([ 7.10542736e-15, -1.17239551e-13])}",30
-2.06,-20.96,[ -2.06002738 -20.96422983],1.1745467002424832e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98045642, -0.19673638],
       [ 0.19673638, -0.98045642]]), 'r': array([-3.94127226e+01,  1.20418857e-05, -3.94127218e+01]), 'qtf': array([-3.00318471e-14, -1.13550375e-13]), 'fvec': array([7.10542736e-15, 1.17239551e-13])}",30
-3.195,-26.75,[ -3.19497537 -26.75312051],2.731148640577885e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98215197, -0.18808909],
       [ 0.18808909, -0.98215197]]), 'r': array([-3.96163412e+01,  7.35666851e-06, -3.96163387e+01]), 'qtf': array([5.13699257e-15, 2.68240302e-14]), 'fvec': array([ 0.00000000e+00, -2.73114864e-14])}",34
-3.195,26.75,[-3.90666667 24.        ],2.731148640577885e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98215197,  0.18808909],
       [-0.18808909, -0.98215197]]), 'r': array([-3.96163412e+01,  9.08674856e-06, -3.96163415e+01]), 'qtf': array([ 5.13699257e-15, -2.68240302e-14]), 'fvec': array([0.00000000e+00, 2.73114864e-14])}",34
-4.275,32.53,[-3.90666667 30.        ],1.6897813268402436e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98369696,  0.17983407],
       [-0.17983407, -0.98369696]]), 'r': array([-3.97695261e+01,  1.03039450e-05, -3.97695267e+01]), 'qtf': array([-6.46567387e-14,  1.56118915e-13]), 'fvec': array([ 3.55271368e-14, -1.65201186e-13])}",35
-4.275,-32.53,[ -4.27511139 -32.52561186],1.6897813268402436e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98369696, -0.17983407],
       [ 0.17983407, -0.98369696]]), 'r': array([-3.97695261e+01,  9.73197229e-06, -3.97695235e+01]), 'qtf': array([-6.46567387e-14, -1.56118915e-13]), 'fvec': array([3.55271368e-14, 1.65201186e-13])}",35
-5.305,38.29,[-5.9 36. ],1.7549111014472584e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98508218,  0.17208454],
       [-0.17208454, -0.98508218]]), 'r': array([-3.98812186e+01,  1.47836954e-05, -3.98812169e+01]), 'qtf': array([ 9.11177557e-14, -1.49982280e-13]), 'fvec': array([-6.39488462e-14,  1.63424829e-13])}",36
-5.305,-38.29,[ -5.30480079 -38.28759431],1.7549111014472584e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98508218, -0.17208454],
       [ 0.17208454, -0.98508218]]), 'r': array([-3.98812186e+01,  9.11134680e-06, -3.98812132e+01]), 'qtf': array([9.11177557e-14, 1.49982280e-13]), 'fvec': array([-6.39488462e-14, -1.63424829e-13])}",36
-6.288,44.04,[-7.89333333 32.        ],4.568942077156486e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98631402,  0.16487769],
       [-0.16487769, -0.98631402]]), 'r': array([-3.99601636e+01,  1.29205669e-05, -3.99601645e+01]), 'qtf': array([-1.43614914e-14, -4.33736180e-14]), 'fvec': array([2.13162821e-14, 4.04121181e-14])}",37
-6.288,-44.04,[ -6.28836972 -44.04355106],4.568942077156486e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98631402, -0.16487769],
       [ 0.16487769, -0.98631402]]), 'r': array([-3.99601636e+01,  1.50124347e-05, -3.99601599e+01]), 'qtf': array([-1.43614914e-14,  4.33736180e-14]), 'fvec': array([ 2.13162821e-14, -4.04121181e-14])}",37
-7.23,49.8,[-7.89333333 42.        ],1.3102964832903316e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98740501,  0.158213  ],
       [-0.158213  , -0.98740501]]), 'r': array([-4.00136058e+01,  1.73504287e-05, -4.00136050e+01]), 'qtf': array([-1.51256380e-14, -1.30153693e-13]), 'fvec': array([3.55271368e-14, 1.26121336e-13])}",39
-7.23,-49.8,[ -7.22989386 -49.7968207 ],1.3102964832903316e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98740501, -0.158213  ],
       [ 0.158213  , -0.98740501]]), 'r': array([-4.00136058e+01,  1.41120870e-05, -4.00136004e+01]), 'qtf': array([-1.51256380e-14,  1.30153693e-13]), 'fvec': array([ 3.55271368e-14, -1.26121336e-13])}",39
-8.133,55.55,[-7.89333333 54.        ],1.4369837526939964e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98837017,  0.15206713],
       [-0.15206713, -0.98837017]]), 'r': array([-4.00473006e+01,  1.88806811e-05, -4.00473010e+01]), 'qtf': array([-4.26784160e-14,  1.37214343e-13]), 'fvec': array([ 2.13162821e-14, -1.42108547e-13])}",38
-8.133,-55.55,[ -8.13311468 -55.54986929],1.4369837526939964e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98837017, -0.15206713],
       [ 0.15206713, -0.98837017]]), 'r': array([-4.00473006e+01,  1.67814408e-05, -4.00472953e+01]), 'qtf': array([-4.26784160e-14, -1.37214343e-13]), 'fvec': array([2.13162821e-14, 1.42108547e-13])}",38
-9.001,61.3,[-9.88666667 54.        ],4.6204489227285734e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98922464,  0.14640567],
       [-0.14640567, -0.98922464]]), 'r': array([-4.00657742e+01,  2.09032253e-05, -4.00657733e+01]), 'qtf': array([-2.04944280e-14,  4.14105451e-14]), 'fvec': array([ 1.42108547e-14, -4.39648318e-14])}",40
-9.001,-61.3,[ -9.00141381 -61.30450707],4.6204489227285734e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98922464, -0.14640567],
       [ 0.14640567, -0.98922464]]), 'r': array([-4.00657742e+01,  1.81135317e-05, -4.00657675e+01]), 'qtf': array([-2.04944280e-14, -4.14105451e-14]), 'fvec': array([1.42108547e-14, 4.39648318e-14])}",40
-9.838,67.06,[-11.88  66.  ],2.8457214390443806e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.9899826 ,  0.14118945],
       [-0.14118945, -0.9899826 ]]), 'r': array([-4.00725420e+01,  2.20154337e-05, -4.00725422e+01]), 'qtf': array([ 2.60599562e-14, -2.83376399e-13]), 'fvec': array([1.42108547e-14, 2.84217094e-13])}",37
-9.838,-67.06,[ -9.8378205  -67.06205341],2.8457214390443806e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.9899826 , -0.14118945],
       [ 0.14118945, -0.9899826 ]]), 'r': array([-4.00725420e+01,  2.07931191e-05, -4.00725361e+01]), 'qtf': array([2.60599562e-14, 2.83376399e-13]), 'fvec': array([ 1.42108547e-14, -2.84217094e-13])}",37
-10.65,72.82,[-11.88  70.  ],2.206117911819664e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99065676,  0.13637879],
       [-0.13637879, -0.99065676]]), 'r': array([-4.00703382e+01,  2.39802890e-05, -4.00703383e+01]), 'qtf': array([-2.72414295e-14, -2.18923427e-13]), 'fvec': array([5.68434189e-14, 2.13162821e-13])}",43
-10.65,-72.82,[-10.64503563 -72.8234606 ],2.206117911819664e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99065676, -0.13637879],
       [ 0.13637879, -0.99065676]]), 'r': array([-4.00703382e+01,  2.27847973e-05, -4.00703318e+01]), 'qtf': array([-2.72414295e-14,  2.18923427e-13]), 'fvec': array([ 5.68434189e-14, -2.13162821e-13])}",43
-11.43,78.59,[ 0.08 72.  ],6.261657858885883e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.9912583 ,  0.13193549],
       [-0.13193549, -0.9912583 ]]), 'r': array([-4.00612795e+01,  2.62386349e-05, -4.00612784e+01]), 'qtf': array([-8.26134914e-15,  6.20692035e-14]), 'fvec': array([ 0.00000000e+00, -6.26165786e-14])}",41
-11.43,-78.59,[-11.42546269 -78.58940629],6.261657858885883e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.9912583 , -0.13193549],
       [ 0.13193549, -0.9912583 ]]), 'r': array([-4.00612795e+01,  2.39736114e-05, -4.00612717e+01]), 'qtf': array([-8.26134914e-15, -6.20692035e-14]), 'fvec': array([0.00000000e+00, 6.26165786e-14])}",41
-12.18,-84.36,[-12.18124016 -84.36036241],6.377591102696641e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99179687, -0.12782395],
       [ 0.12782395, -0.99179687]]), 'r': array([-4.00470040e+01,  2.70221056e-05, -4.00469962e+01]), 'qtf': array([-2.20414146e-14, -5.98459929e-14]), 'fvec': array([1.42108547e-14, 6.21724894e-14])}",43
-12.18,84.36,[-11.88  82.  ],6.377591102696641e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99179687,  0.12782395],
       [-0.12782395, -0.99179687]]), 'r': array([-4.00470040e+01,  2.70532441e-05, -4.00470033e+01]), 'qtf': array([-2.20414146e-14,  5.98459929e-14]), 'fvec': array([ 1.42108547e-14, -6.21724894e-14])}",43
-12.91,90.14,[-9.88666667 82.        ],8.788928253162695e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99228074,  0.12401179],
       [-0.12401179, -0.99228074]]), 'r': array([-4.00287873e+01,  2.95048444e-05, -4.00287869e+01]), 'qtf': array([1.05778547e-14, 8.72504153e-14]), 'fvec': array([-2.13162821e-14, -8.52651283e-14])}",45
-12.91,-90.14,[-12.91427261 -90.13664656],8.788928253162695e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99228074, -0.12401179],
       [ 0.12401179, -0.99228074]]), 'r': array([-4.00287873e+01,  2.81441955e-05, -4.00287797e+01]), 'qtf': array([ 1.05778547e-14, -8.72504153e-14]), 'fvec': array([-2.13162821e-14,  8.52651283e-14])}",45
-13.63,95.92,[-15.86666667  90.        ],9.892031077381295e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99271701,  0.12046967],
       [-0.12046967, -0.99271701]]), 'r': array([-4.00076212e+01,  3.09289150e-05, -4.00076202e+01]), 'qtf': array([3.15687160e-14, 9.37477683e-14]), 'fvec': array([-4.26325641e-14, -8.92619312e-14])}",45
-13.63,-95.92,[-13.62625932 -95.9184605 ],9.892031077381295e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99271701, -0.12046967],
       [ 0.12046967, -0.99271701]]), 'r': array([-4.00076212e+01,  3.01549440e-05, -4.00076130e+01]), 'qtf': array([ 3.15687160e-14, -9.37477683e-14]), 'fvec': array([-4.26325641e-14,  8.92619312e-14])}",45
-14.32,101.7,[-17.86  94.  ],3.072840622475143e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99311171,  0.1171714 ],
       [-0.1171714 , -0.99311171]]), 'r': array([-3.99842767e+01,  3.35292876e-05, -3.99842755e+01]), 'qtf': array([ 9.18353621e-14, -2.93240108e-13]), 'fvec': array([-5.68434189e-14,  3.01980663e-13])}",3
-14.32,-101.7,[ -14.31871976 -101.70591898],3.072840622475143e-13,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99311171, -0.1171714 ],
       [ 0.1171714 , -0.99311171]]), 'r': array([-3.99842767e+01,  3.13268402e-05, -3.99842680e+01]), 'qtf': array([9.18353621e-14, 2.93240108e-13]), 'fvec': array([-5.68434189e-14, -3.01980663e-13])}",3
-14.99,107.5,[-15.86666667  94.        ],7.31548520675105e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99347001,  0.11409354],
       [-0.11409354, -0.99347001]]), 'r': array([-3.99593564e+01,  3.48362158e-05, -3.99593559e+01]), 'qtf': array([-4.25912951e-14,  5.94778443e-14]), 'fvec': array([ 3.55271368e-14, -6.39488462e-14])}",2
-14.99,-107.5,[ -14.99301609 -107.4990715 ],7.31548520675105e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99347001, -0.11409354],
       [ 0.11409354, -0.99347001]]), 'r': array([-3.99593564e+01,  3.38150242e-05, -3.99593481e+01]), 'qtf': array([-4.25912951e-14, -5.94778443e-14]), 'fvec': array([3.55271368e-14, 6.39488462e-14])}",2
